UTC-timeStamp,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,WorkloadFBDS,WorkloadBDS,WorkloadAverage,Brow Furrow,Brow Raise,Engagement,Lip Corner Depressor,Smile,Valence,Attention,InnerBrowRaise,EyeClosure,NoseWrinkle,UpperLipRaise,LipSuck,LipPress,MouthOpen,ChinRaise,Smirk,LipPucker,Anger,Sadness,Disgust,Joy,Surprise,Fear,Contempt,Cheek Raise,Dimpler,Eye Widen,Lid Tighten,Lip Stretch,Jaw Drop,Battery (mVolts),GSC (mVolts),GSR (kOhms),GSR Quality
20180822_180604319,944,637,897,607,2.11821,2.080719,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1960.43956,78.02990106,VALID
20180822_180604319,944,637,897,607,2.11821,2.080719,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1960.43956,78.02990106,VALID
20180822_180604319,944,637,897,607,2.11821,2.080719,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1960.43956,78.02990106,VALID
20180822_180604319,944,637,897,607,2.11821,2.080719,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1960.43956,78.02990106,VALID
20180822_180604324,944,634,931,636,2.147934,2.136902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1960.43956,78.02990106,VALID
20180822_180604326,944,634,931,636,2.147934,2.136902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1967.032967,78.02990106,VALID
20180822_180604330,944,634,931,636,2.147934,2.136902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1968.498168,78.02990106,VALID
20180822_180604330,944,634,931,636,2.147934,2.136902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1761.904762,78.09571411,VALID
20180822_180604331,944,634,931,636,2.147934,2.136902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1761.904762,78.09571411,VALID
20180822_180604331,944,634,931,636,2.147934,2.136902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1761.904762,78.09571411,VALID
20180822_180604337,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1761.904762,78.09571411,VALID
20180822_180604345,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1690.10989,78.06279371,VALID
20180822_180604349,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1690.10989,78.06279371,VALID
20180822_180604349,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1690.10989,78.06279371,VALID
20180822_180604349,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1690.10989,78.06279371,VALID
20180822_180604349,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1690.10989,78.06279371,VALID
20180822_180604351,970,619,925,624,2.169556,2.14003,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1865.934066,78.06279371,VALID
20180822_180604353,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1865.934066,78.06279371,VALID
20180822_180604356,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1865.934066,78.06279371,VALID
20180822_180604356,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1865.934066,78.06279371,VALID
20180822_180604356,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1865.934066,78.06279371,VALID
20180822_180604356,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1865.934066,78.06279371,VALID
20180822_180604368,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1931.868132,78.09571411,VALID
20180822_180604368,950,629,899,648,2.176208,2.138245,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1950.18315,78.09571411,VALID
20180822_180604370,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604376,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604376,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604378,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604378,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604382,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604382,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1970.695971,78.12866228,VALID
20180822_180604385,937,641,917,626,2.1866,2.140411,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1969.96337,78.12866228,VALID
20180822_180604390,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1969.96337,78.12866228,VALID
20180822_180604392,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604394,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604394,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604396,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604396,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604402,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604402,953,608,918,606,2.212662,2.116974,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604404,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1976.556777,78.12866228,VALID
20180822_180604415,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4082.317949,1964.835165,78.16163827,VALID
20180822_180604415,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1766.300366,78.16163827,VALID
20180822_180604417,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1893.040293,78.16163827,VALID
20180822_180604420,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1893.040293,78.16163827,VALID
20180822_180604420,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1893.040293,78.16163827,VALID
20180822_180604421,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1893.040293,78.16163827,VALID
20180822_180604421,931,632,920,603,2.161484,2.194183,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1893.040293,78.16163827,VALID
20180822_180604424,944,610,923,617,2.054581,2.196365,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1947.985348,78.16163827,VALID
20180822_180604427,944,610,923,617,2.054581,2.196365,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1760.43956,78.22767382,VALID
20180822_180604433,944,610,923,617,2.054581,2.196365,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1760.43956,78.22767382,VALID
20180822_180604433,944,610,923,617,2.054581,2.196365,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1760.43956,78.22767382,VALID
20180822_180604434,944,610,923,617,2.054581,2.196365,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1760.43956,78.22767382,VALID
20180822_180604434,944,610,923,617,2.054581,2.196365,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1760.43956,78.22767382,VALID
20180822_180604437,952,589,909,620,2.163345,2.19606,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1760.43956,78.22767382,VALID
20180822_180604440,952,589,909,620,2.163345,2.19606,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069.210256,1868.864469,78.1946421,VALID
20180822_180604443,952,589,909,620,2.163345,2.19606,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1928.205128,78.1946421,VALID
20180822_180604451,952,589,909,620,2.163345,2.19606,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1928.205128,78.1946421,VALID
20180822_180604451,952,589,909,620,2.163345,2.19606,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1928.205128,78.1946421,VALID
20180822_180604458,932,637,917,651,2.126099,2.163773,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1746.520147,78.26073346,VALID
20180822_180604458,932,637,917,651,2.126099,2.163773,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1684.981685,78.26073346,VALID
20180822_180604459,932,637,917,651,2.126099,2.163773,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1684.981685,78.26073346,VALID
20180822_180604459,932,637,917,651,2.126099,2.163773,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1684.981685,78.26073346,VALID
20180822_180604464,932,637,917,651,2.126099,2.163773,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1881.318681,78.26073346,VALID
20180822_180604471,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1881.318681,78.26073346,VALID
20180822_180604473,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604476,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604476,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604478,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604478,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604479,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604479,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1942.857143,78.26073346,VALID
20180822_180604484,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.405128,1945.787546,78.26073346,VALID
20180822_180604485,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.405128,1945.787546,78.26073346,VALID
20180822_180604485,919,627,928,634,2.203537,2.192474,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.405128,1945.787546,78.26073346,VALID
20180822_180604489,864,615,823,630,2.19545,2.22728,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.405128,1945.787546,78.26073346,VALID
20180822_180604490,864,615,823,630,2.19545,2.22728,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.32693663,VALID
20180822_180604503,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.32693663,VALID
20180822_180604506,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.32693663,VALID
20180822_180604506,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.32693663,VALID
20180822_180604507,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.32693663,VALID
20180822_180604507,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.32693663,VALID
20180822_180604511,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1763.369963,78.32693663,VALID
20180822_180604514,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1904.029304,78.32693663,VALID
20180822_180604514,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1945.787546,78.32693663,VALID
20180822_180604515,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.36008024,VALID
20180822_180604518,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.36008024,VALID
20180822_180604518,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.36008024,VALID
20180822_180604519,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.36008024,VALID
20180822_180604519,888,613,826,589,2.140442,2.268967,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.36008024,VALID
20180822_180604523,880,615,831,608,2.224564,2.251785,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1974.358974,78.36008024,VALID
20180822_180604529,880,615,831,608,2.224564,2.251785,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108.533333,1778.021978,78.39325191,VALID
20180822_180604537,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108.533333,1778.021978,78.39325191,VALID
20180822_180604542,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1902.564103,78.39325191,VALID
20180822_180604543,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1902.564103,78.39325191,VALID
20180822_180604543,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1902.564103,78.39325191,VALID
20180822_180604545,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1958.241758,78.39325191,VALID
20180822_180604545,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604547,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604547,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604547,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604547,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604547,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604547,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604557,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604557,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1972.893773,78.42645167,VALID
20180822_180604562,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1770.695971,78.42645167,VALID
20180822_180604564,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1770.695971,78.42645167,VALID
20180822_180604564,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1770.695971,78.42645167,VALID
20180822_180604565,825,640,834,628,2.291779,2.204086,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604571,886,623,849,607,2.247314,2.310318,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604571,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604573,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604573,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604573,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604573,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604578,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604578,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604586,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604586,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604588,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1736.996337,78.42645167,VALID
20180822_180604588,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1900.3663,78.45967957,VALID
20180822_180604591,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604602,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604602,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604607,892,606,822,599,2.373734,2.281418,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604608,892,606,822,599,2.373734,2.281418,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1958.241758,78.45967957,VALID
20180822_180604620,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1757.509158,78.45967957,VALID
20180822_180604620,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1903.296703,78.49293564,VALID
20180822_180604622,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1903.296703,78.49293564,VALID
20180822_180604622,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1903.296703,78.49293564,VALID
20180822_180604623,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1944.322344,78.49293564,VALID
20180822_180604625,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1944.322344,78.49293564,VALID
20180822_180604625,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1944.322344,78.49293564,VALID
20180822_180604630,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.666667,1938.461538,78.49293564,VALID
20180822_180604634,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.666667,1938.461538,78.49293564,VALID
20180822_180604637,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.666667,1938.461538,78.49293564,VALID
20180822_180604638,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604640,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604645,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604645,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604649,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604649,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604652,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1766.300366,78.55953241,VALID
20180822_180604652,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
20180822_180604653,894,595,803,629,2.388687,2.331223,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
20180822_180604659,894,595,803,629,2.388687,2.331223,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
